kueri asal;kueri numerik;filter pertama
"MATCH (n3:actor)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n2:crime), (n3:director)-[:ACTED_IN]->(n1:drama) WHERE (n1.year=1943) OR (n1.category=""movie"") OR (n3.death=1954) RETURN count(n1)";MATCH (n3:1,263,984) -[88,930]-[1,773]-> (n2:312,629), (n3:560,717) -[2,315,792]-[8,160,487]-> (n1:1,984,332) WHERE (n1.1,770) OR (n1.492,210) OR (n3.603) RETURN count(n1);n2:crime
"MATCH (n4:soundtrack)-[:COMPOSED]->(n2:drama), (n4:composer)-[:COMPOSED]->(n1:documentary), (n4:composer)-[:COMPOSED]->(n3:drama) WHERE (n4.death=2006) OR (n2.year=1956) OR (n3.category=""movie"") RETURN count(n1)";MATCH (n4:99,799) -[628,532]-[531,594]-> (n2:1,984,332), (n4:248,066) -[1,413,197]-[152,376]-> (n1:618,520), (n4:248,066) -[1,413,197]-[531,594]-> (n3:1,984,332) WHERE (n4.2,491) OR (n2.11,098) OR (n3.492,210) RETURN count(n1);n4:soundtrack
"MATCH (n1:writer)-[:ACTED_IN]->(n2:sport), (n1:writer)-[:ACTED_IN]->(n3:sport) WHERE (n1.death=0) OR (n1.name=""Steve Austin"") OR (n2.category=""video"") RETURN count(n1)";"MATCH (n1:683,795) -[3,960,419]-[371,509]-> (n2:137,057), (n1:683,795) -[3,960,419]-[371,509]-> (n3:137,057) WHERE (n1.3,453,973) OR (n1.name=""Steve Austin"") OR (n2.265,757) RETURN count(n1)";n2:sport
"MATCH (n3:music_department)-[:PRODUCED]->(n2:action), (n3:producer)-[:ACTED_IN]->(n1:adventure) WHERE (n2.category=""movie"") OR (n3.death=0) OR (n3.name=""Jerry Bruckheimer"") RETURN count(n1)";"MATCH (n3:76,607) -[23,633]-[152,468]-> (n2:293,467), (n3:613,186) -[3,852,407]-[1,056,053]-> (n1:273,401) WHERE (n2.492,210) OR (n3.3,453,973) OR (n3.name=""Jerry Bruckheimer"") RETURN count(n1)";n3:music_department
"MATCH (n1:music_department)-[:COMPOSED]->(n3:drama), (n1:soundtrack)-[:COMPOSED]->(n2:comedy) WHERE (n1.name=""Kai Normann Andersen"") OR (n3.year=1948) OR (n3.category=""movie"") RETURN count(n1)";"MATCH (n1:76,607) -[955,171]-[531,594]-> (n3:1,984,332), (n1:99,799) -[628,532]-[334,011]-> (n2:1,479,294) WHERE (n1.name=""Kai Normann Andersen"") OR (n3.2,970) OR (n3.492,210) RETURN count(n1)";n1:music_department
"MATCH (n3:actress)-[:ACTED_IN]->(n1:war), (n3:actress)-[:ACTED_IN]->(n2:action), (n3:actress)-[:ACTED_IN]->(n4:drama) WHERE (n3.name=""Li Gong"") OR (n1.year=2000) OR (n4.category=""movie"") RETURN count(n1)";"MATCH (n3:767,812) -[8,169,427]-[95,675]-> (n1:26,911), (n3:767,812) -[8,169,427]-[1,230,882]-> (n2:293,467), (n3:767,812) -[8,169,427]-[8,160,487]-> (n4:1,984,332) WHERE (n3.name=""Li Gong"") OR (n1.70,977) OR (n4.492,210) RETURN count(n1)";n1:war
"MATCH (n2:actress)-[:ACTED_IN]->(n1:drama), (n2:soundtrack)-[:ACTED_IN]->(n3:comedy) WHERE (n3.year=1989) OR (n1.year=1993) OR (n1.category=""movie"") RETURN count(n1)";MATCH (n2:767,812) -[8,169,427]-[8,160,487]-> (n1:1,984,332), (n2:99,799) -[3,260,775]-[5,776,115]-> (n3:1,479,294) WHERE (n3.34,805) OR (n1.41,693) OR (n1.492,210) RETURN count(n1);n2:soundtrack
"MATCH (n2:director)-[:ACTED_IN]->(n3:drama), (n2:director)-[:ACTED_IN]->(n1:horror), (n2:soundtrack)-[:ACTED_IN]->(n4:music) WHERE (n2.name=""Juliette Lewis"") OR (n2.death=0) OR (n1.year=1996) RETURN count(n1)";"MATCH (n2:560,717) -[2,315,792]-[8,160,487]-> (n3:1,984,332), (n2:560,717) -[2,315,792]-[440,395]-> (n1:130,261), (n2:99,799) -[3,260,775]-[1,199,835]-> (n4:356,267) WHERE (n2.name=""Juliette Lewis"") OR (n2.3,453,973) OR (n1.54,464) RETURN count(n1)";n2:soundtrack
MATCH (n4:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n3:documentary), (n4:actress)-[:ACTED_IN]->(n2:drama), (n4:actress)-[:ACTED_IN]->(n1:comedy) WHERE (n1.year=1972) OR (n4.death=0) OR (n2.year=1972) RETURN count(n1);MATCH (n4:767,812) -[60,446]-[45,518]-> (n3:618,520), (n4:767,812) -[8,169,427]-[8,160,487]-> (n2:1,984,332), (n4:767,812) -[8,169,427]-[5,776,115]-> (n1:1,479,294) WHERE (n1.22,670) OR (n4.3,453,973) OR (n2.22,670) RETURN count(n1);n3:documentary
"MATCH (n2:soundtrack)-[:ACTED_IN]->(n3:music), (n2:soundtrack)-[:ACTED_IN]->(n1:music) WHERE (n1.year=1996 AND n2.birth=1947 AND n3.year=1983 AND n2.name=""Elton John"") RETURN count(n1)";"MATCH (n2:99,799) -[3,260,775]-[1,199,835]-> (n3:356,267), (n2:99,799) -[3,260,775]-[1,199,835]-> (n1:356,267) WHERE (n1.54,464 AND n2.4,050 AND n3.25,930 AND n2.name=""Elton John"") RETURN count(n1)";n2:soundtrack
"MATCH (n1:actress)-[:ACTED_IN]->(n2:adult), (n1:actress)-[:ACTED_IN]->(n3:adult) WHERE (n1.name=""Kim Angeli"" AND n1.birth=1968 AND n3.year=1990 AND n2.year=1993) RETURN count(n1)";"MATCH (n1:767,812) -[8,169,427]-[783,767]-> (n2:222,819), (n1:767,812) -[8,169,427]-[783,767]-> (n3:222,819) WHERE (n1.name=""Kim Angeli"" AND n1.4,830 AND n3.36,334 AND n2.41,693) RETURN count(n1)";n2:adult
"MATCH (n3:writer)-[:WROTE]->(n2:animation), (n3:writer)-[:WROTE]->(n4:drama), (n3:writer)-[:WROTE]->(n1:adventure) WHERE (n2.year=1978 AND n3.birth=0 AND n3.name=""Aleksandr Antokolsky"" AND n4.year=1960) RETURN count(n1)";"MATCH (n3:683,795) -[5,319,043]-[395,706]-> (n2:330,135), (n3:683,795) -[5,319,043]-[2,854,122]-> (n4:1,984,332), (n3:683,795) -[5,319,043]-[398,140]-> (n1:273,401) WHERE (n2.22,332 AND n3.3,209,521 AND n3.name=""Aleksandr Antokolsky"" AND n4.14,415) RETURN count(n1)";n1:adventure
"MATCH (n3:actor)-[:ACTED_IN]->(n2:drama), (n3:actor)-[:ACTED_IN]->(n1:drama) WHERE (n2.year=1980 AND n3.birth=1937 AND n1.year=1992 AND n2.category=""movie"") RETURN count(n1)";MATCH (n3:1,263,984) -[11,460,681]-[8,160,487]-> (n2:1,984,332), (n3:1,263,984) -[11,460,681]-[8,160,487]-> (n1:1,984,332) WHERE (n2.24,492 AND n3.3,043 AND n1.39,291 AND n2.492,210) RETURN count(n1);n3:actor
"MATCH (n1:actor)-[:ACTED_IN]->(n2:romance), (n1:actor)-[:ACTED_IN]->(n4:war), (n1:actor)-[:ACTED_IN]->(n3:comedy) WHERE (n3.category=""movie"" AND n1.birth=1895 AND n3.year=1927 AND n4.year=1929) RETURN count(n1)";MATCH (n1:1,263,984) -[11,460,681]-[2,907,409]-> (n2:644,609), (n1:1,263,984) -[11,460,681]-[95,675]-> (n4:26,911), (n1:1,263,984) -[11,460,681]-[5,776,115]-> (n3:1,479,294) WHERE (n3.492,210 AND n1.1,104 AND n3.2,671 AND n4.2,800) RETURN count(n1);n4:war
"MATCH (n2:actor)-[:DIRECTED]->(n1:biography), (n2:actor)-[:DIRECTED]->(n3:romance) WHERE (n2.birth=1904 AND n2.name=""Goffredo Alessandrini"" AND n3.year=1936 AND n1.category=""movie"") RETURN count(n1)";"MATCH (n2:1,263,984) -[749,294]-[59,948]-> (n1:76,749), (n2:1,263,984) -[749,294]-[759,546]-> (n3:644,609) WHERE (n2.1,625 AND n2.name=""Goffredo Alessandrini"" AND n3.2,599 AND n1.492,210) RETURN count(n1)";n1:biography
"MATCH (n3:soundtrack)-[:ACTED_IN]->(n1:drama), (n3:soundtrack)-[:ACTED_IN]->(n2:action) WHERE (n3.death=1954 AND n2.year=1948 AND n1.category=""movie"" AND n3.birth=1878) RETURN count(n1)";MATCH (n3:99,799) -[3,260,775]-[8,160,487]-> (n1:1,984,332), (n3:99,799) -[3,260,775]-[1,230,882]-> (n2:293,467) WHERE (n3.603 AND n2.2,970 AND n1.492,210 AND n3.572) RETURN count(n1);n3:soundtrack
"MATCH (n2:writer)-[:ACTED_IN]->(n1:comedy), (n2:director)-[:ACTED_IN]->(n3:comedy), (n2:actor)-[:ACTED_IN]->(n4:sci_fi) WHERE (n1.year=1975 AND n2.birth=1941 AND n4.category=""short"" AND n2.death=2015) RETURN count(n1)";MATCH (n2:683,795) -[3,960,419]-[5,776,115]-> (n1:1,479,294), (n2:560,717) -[2,315,792]-[5,776,115]-> (n3:1,479,294), (n2:1,263,984) -[11,460,681]-[325,339]-> (n4:89,121) WHERE (n1.23,033 AND n2.3,263 AND n4.639,766 AND n2.3,116) RETURN count(n1);n4:sci_fi
"MATCH (n2:soundtrack)-[:ACTED_IN]->(n3:documentary), (n2:actor)-[:ACTED_IN]->(n1:action) WHERE (n3.category=""video"" AND n1.category=""video"" AND n2.death=2009 AND n2.birth=1933) RETURN count(n1)";MATCH (n2:99,799) -[3,260,775]-[827,125]-> (n3:618,520), (n2:1,263,984) -[11,460,681]-[1,230,882]-> (n1:293,467) WHERE (n3.265,757 AND n1.265,757 AND n2.2,711 AND n2.2,754) RETURN count(n1);n2:soundtrack
"MATCH (n2:director)-[:DIRECTED]->(n1:adult), (n2:editor)-[:DIRECTED]->(n3:adult) WHERE (n1.category=""video"" AND n2.birth=0 AND n1.year=1996 AND n3.category=""video"") RETURN count(n1)";MATCH (n2:560,717) -[4,398,352]-[73,531]-> (n1:222,819), (n2:257,000) -[449,208]-[73,531]-> (n3:222,819) WHERE (n1.265,757 AND n2.3,209,521 AND n1.54,464 AND n3.265,757) RETURN count(n1);n1:adult
"MATCH (n3:director)-[:ACTED_IN]->(n2:crime), (n3:director)-[:ACTED_IN]->(n4:crime), (n3:director)-[:ACTED_IN]->(n1:documentary) WHERE (n2.category=""movie"" AND n3.birth=1962 AND n1.category=""tvShort"" AND n1.year=1985) RETURN count(n1)";MATCH (n3:560,717) -[2,315,792]-[1,264,641]-> (n2:312,629), (n3:560,717) -[2,315,792]-[1,264,641]-> (n4:312,629), (n3:560,717) -[2,315,792]-[827,125]-> (n1:618,520) WHERE (n2.492,210 AND n3.4,281 AND n1.7,633 AND n1.29,538) RETURN count(n1);n2:crime
"MATCH (n3:producer)-[:ACTED_IN]->(n1:western), (n3:producer)-[:ACTED_IN]->(n2:western) WHERE (n2.category=""short"" AND n3.name=""Gilbert M. 'Broncho Billy' Anderson"" AND n2.year=1910 AND n3.death=1971) RETURN count(n1)";"MATCH (n3:613,186) -[3,852,407]-[112,634]-> (n1:26,970), (n3:613,186) -[3,852,407]-[112,634]-> (n2:26,970) WHERE (n2.639,766 AND n3.name=""Gilbert M. 'Broncho Billy' Anderson"" AND n2.3,112 AND n3.1,110) RETURN count(n1)";n1:western
"MATCH (n2:producer)-[:PRODUCED]->(n3:music), (n2:editorial_department)-[:DIRECTED]->(n1:documentary) WHERE (n2.name=""Bob Sarles"" AND n3.category=""tvSpecial"" AND n2.death=0 AND n3.year=2011) RETURN count(n1)";"MATCH (n2:613,186) -[2,464,941]-[97,101]-> (n3:356,267), (n2:63,380) -[76,548]-[435,655]-> (n1:618,520) WHERE (n2.name=""Bob Sarles"" AND n3.26,082 AND n2.3,453,973 AND n3.230,219) RETURN count(n1)";n2:editorial_department
"MATCH (n3:actor)-[:ACTED_IN]->(n2:comedy), (n3:soundtrack)-[:ACTED_IN]->(n4:comedy), (n3:producer)-[:ACTED_IN]->(n1:family) WHERE (n4.category=""short"" AND n3.death=0 AND n2.year=2010 AND n3.name=""Neil Patrick Harris"") RETURN count(n1)";"MATCH (n3:1,263,984) -[11,460,681]-[5,776,115]-> (n2:1,479,294), (n3:99,799) -[3,260,775]-[5,776,115]-> (n4:1,479,294), (n3:613,186) -[3,852,407]-[1,745,818]-> (n1:489,281) WHERE (n4.639,766 AND n3.3,453,973 AND n2.201,811 AND n3.name=""Neil Patrick Harris"") RETURN count(n1)";n3:soundtrack
"MATCH (n2:actor)-[:ACTED_IN]->(n1:action), (n2:soundtrack)-[:ACTED_IN]->(n3:action) WHERE (n3.category=""tvMovie"" AND n1.category=""movie"" AND n1.year=1937 AND n3.year=1961) RETURN count(n1)";MATCH (n2:1,263,984) -[11,460,681]-[1,230,882]-> (n1:293,467), (n2:99,799) -[3,260,775]-[1,230,882]-> (n3:293,467) WHERE (n3.116,975 AND n1.492,210 AND n1.2,809 AND n3.14,725) RETURN count(n1);n2:soundtrack
"MATCH (n4:director)-[:DIRECTED]->(n1:comedy), (n4:writer)-[:DIRECTED]->(n2:drama), (n4:writer)-[:DIRECTED]->(n3:drama) WHERE (n1.year=1972 AND n4.name=""Silvio Amadio"" AND n4.death=1995 AND n4.birth=1926) RETURN count(n1)";"MATCH (n4:560,717) -[4,398,352]-[1,126,831]-> (n1:1,479,294), (n4:683,795) -[1,853,560]-[2,082,743]-> (n2:1,984,332), (n4:683,795) -[1,853,560]-[2,082,743]-> (n3:1,984,332) WHERE (n1.22,670 AND n4.name=""Silvio Amadio"" AND n4.1,878 AND n4.2,940) RETURN count(n1)";n4:director
MATCH (n3:actor)-[:ACTED_IN]->(n2:music), (n3:composer)-[:ACTED_IN]->(n1:documentary), (n3:soundtrack)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n4:music) WHERE (n4.year=2008 AND n2.year=2018 AND n3.death=0 AND n1.year=2006) RETURN count(n1);MATCH (n3:1,263,984) -[11,460,681]-[1,199,835]-> (n2:356,267), (n3:248,066) -[477,897]-[827,125]-> (n1:618,520), (n3:99,799) -[52,102]-[17,184]-> (n4:356,267) WHERE (n4.166,310 AND n2.309,713 AND n3.3,453,973 AND n1.139,569) RETURN count(n1);n4:music
"MATCH (n2:director)-[:ACTED_IN]->(n3:documentary), (n2:actor)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n4:adventure), (n2:director)-[:ACTED_IN]->(n1:talk_show) WHERE (n2.name=""Robert Vaughn"" AND n3.category=""tvSeries"" AND n4.category=""movie"" AND n2.death=2016) RETURN count(n1)";"MATCH (n2:560,717) -[2,315,792]-[827,125]-> (n3:618,520), (n2:1,263,984) -[88,930]-[3,497]-> (n4:273,401), (n2:560,717) -[2,315,792]-[1,979,368]-> (n1:773,293) WHERE (n2.name=""Robert Vaughn"" AND n3.162,227 AND n4.492,210 AND n2.3,218) RETURN count(n1)";n4:adventure
"MATCH (n3:writer)-[:PRODUCED]->(n1:thriller), (n3:production_manager)-[:PRODUCED]->(n4:drama), (n3:writer)-[:PRODUCED]->(n2:comedy) WHERE (n1.category=""tvMovie"" AND n2.year=1999 AND n4.category=""movie"" AND n3.name=""Dieter Ulrich Aselmann"") RETURN count(n1)";"MATCH (n3:683,795) -[607,136]-[79,100]-> (n1:124,666), (n3:51,119) -[338,896]-[996,207]-> (n4:1,984,332), (n3:683,795) -[607,136]-[583,231]-> (n2:1,479,294) WHERE (n1.116,975 AND n2.68,290 AND n4.492,210 AND n3.name=""Dieter Ulrich Aselmann"") RETURN count(n1)";n3:production_manager
"MATCH (n3:writer)-[:ACTED_IN]->(n4:documentary), (n3:actor)-[:PRODUCED]->(n1:thriller), (n3:writer)-[:ACTED_IN]->(n2:documentary) WHERE (n4.category=""tvMovie"" AND n3.name=""Ilya Salkind"" AND n1.category=""movie"" AND n2.category=""video"") RETURN count(n1)";"MATCH (n3:683,795) -[3,960,419]-[827,125]-> (n4:618,520), (n3:1,263,984) -[274,473]-[79,100]-> (n1:124,666), (n3:683,795) -[3,960,419]-[827,125]-> (n2:618,520) WHERE (n4.116,975 AND n3.name=""Ilya Salkind"" AND n1.492,210 AND n2.265,757) RETURN count(n1)";n1:thriller
"MATCH (n1:actress)-[:ACTED_IN]->(n3:talk_show), (n1:director)-[:ACTED_IN]->(n2:comedy) WHERE (n2.year=2005 AND n1.name=""Shannen Doherty"") OR (n1.death=0 AND n2.category=""tvSpecial"") RETURN count(n1)";"MATCH (n1:767,812) -[8,169,427]-[1,979,368]-> (n3:773,293), (n1:560,717) -[2,315,792]-[5,776,115]-> (n2:1,479,294) WHERE (n2.124,040 AND n1.name=""Shannen Doherty"") OR (n1.3,453,973 AND n2.26,082) RETURN count(n1)";n1:director
"MATCH (n3:actress)-[:ACTED_IN]->(n2:comedy), (n3:actress)-[:ACTED_IN]->(n1:comedy) WHERE (n2.year=1972 AND n3.name=""Danica Acimac"") OR (n1.year=1959 AND n3.birth=1928) RETURN count(n1)";"MATCH (n3:767,812) -[8,169,427]-[5,776,115]-> (n2:1,479,294), (n3:767,812) -[8,169,427]-[5,776,115]-> (n1:1,479,294) WHERE (n2.22,670 AND n3.name=""Danica Acimac"") OR (n1.13,601 AND n3.3,111) RETURN count(n1)";n3:actress
"MATCH (n2:actor)-[:ACTED_IN]->(n1:adventure), (n2:actor)-[:ACTED_IN]->(n3:animation) WHERE (n1.year=2011 AND n3.category=""short"") OR (n3.year=1999 AND n2.death=0) RETURN count(n1)";MATCH (n2:1,263,984) -[11,460,681]-[1,056,053]-> (n1:273,401), (n2:1,263,984) -[11,460,681]-[1,017,184]-> (n3:330,135) WHERE (n1.230,219 AND n3.639,766) OR (n3.68,290 AND n2.3,453,973) RETURN count(n1);n1:adventure
"MATCH (n1:actor)-[:PRODUCED]->(n3:comedy), (n1:director)-[:PRODUCED]->(n2:comedy) WHERE (n1.death=1923 AND n1.name=""Siegmund Lubin"") OR (n2.category=""short"" AND n2.year=1908) RETURN count(n1)";"MATCH (n1:1,263,984) -[274,473]-[583,231]-> (n3:1,479,294), (n1:560,717) -[562,157]-[583,231]-> (n2:1,479,294) WHERE (n1.189 AND n1.name=""Siegmund Lubin"") OR (n2.639,766 AND n2.1,549) RETURN count(n1)";n1:actor
"MATCH (n3:soundtrack)-[:ACTED_IN]->(n1:fantasy), (n3:soundtrack)-[:ACTED_IN]->(n2:musical) WHERE (n2.category=""movie"" AND n3.name=""Ginger Rogers"") OR (n1.category=""movie"" AND n2.year=1936) RETURN count(n1)";"MATCH (n3:99,799) -[3,260,775]-[559,487]-> (n1:155,302), (n3:99,799) -[3,260,775]-[195,107]-> (n2:54,325) WHERE (n2.492,210 AND n3.name=""Ginger Rogers"") OR (n1.492,210 AND n2.2,599) RETURN count(n1)";n2:musical
"MATCH (n1:producer)-[:ACTED_IN]->(n3:adult), (n1:actress)-[:ACTED_IN]->(n2:adult) WHERE (n3.category=""video"" AND n1.death=0) OR (n2.year=2015 AND n3.year=2011) RETURN count(n1)";MATCH (n1:613,186) -[3,852,407]-[783,767]-> (n3:222,819), (n1:767,812) -[8,169,427]-[783,767]-> (n2:222,819) WHERE (n3.265,757 AND n1.3,453,973) OR (n2.301,687 AND n3.230,219) RETURN count(n1);n3:adult
"MATCH (n3:actor)-[:ACTED_IN]->(n1:comedy), (n3:actor)-[:ACTED_IN]->(n2:comedy) WHERE (n3.name=""Heinrich Schafmeister"" AND n2.year=1997) OR (n3.death=0 AND n1.year=2007) RETURN count(n1)";"MATCH (n3:1,263,984) -[11,460,681]-[5,776,115]-> (n1:1,479,294), (n3:1,263,984) -[11,460,681]-[5,776,115]-> (n2:1,479,294) WHERE (n3.name=""Heinrich Schafmeister"" AND n2.57,892) OR (n3.3,453,973 AND n1.154,677) RETURN count(n1)";n3:actor
"MATCH (n2:director)-[:DIRECTED]->(n4:drama), (n2:writer)-[:DIRECTED]->(n3:drama), (n2:assistant_director)-[:DIRECTED]->(n1:comedy) WHERE (n2.name=""Meri Anjaparidze"" AND n3.year=1964) OR (n1.year=1964 AND n2.death=1980) RETURN count(n1)";"MATCH (n2:560,717) -[4,398,352]-[2,082,743]-> (n4:1,984,332), (n2:683,795) -[1,853,560]-[2,082,743]-> (n3:1,984,332), (n2:84,613) -[752,330]-[1,126,831]-> (n1:1,479,294) WHERE (n2.name=""Meri Anjaparidze"" AND n3.16,568) OR (n1.16,568 AND n2.1,387) RETURN count(n1)";n2:assistant_director
"MATCH (n3:actress)-[:ACTED_IN]->(n1:drama), (n3:actress)-[:ACTED_IN]->(n2:comedy), (n3:actress)-[:ACTED_IN]->(n4:drama) WHERE (n3.name=""Lélia Abramo"" AND n4.year=1965) OR (n3.death=2004 AND n1.year=1973) RETURN count(n1)";"MATCH (n3:767,812) -[8,169,427]-[8,160,487]-> (n1:1,984,332), (n3:767,812) -[8,169,427]-[5,776,115]-> (n2:1,479,294), (n3:767,812) -[8,169,427]-[8,160,487]-> (n4:1,984,332) WHERE (n3.name=""Lélia Abramo"" AND n4.18,807) OR (n3.2,337 AND n1.23,934) RETURN count(n1)";n3:actress
"MATCH (n2:director)-[:DIRECTED]->(n3:drama), (n2:actor)-[:WROTE]->(n1:western) WHERE (n2.name=""Samuel Fuller"" AND n3.year=1982) OR (n1.category=""movie"" AND n3.category=""movie"") RETURN count(n1)";"MATCH (n2:560,717) -[4,398,352]-[2,082,743]-> (n3:1,984,332), (n2:1,263,984) -[878,695]-[36,782]-> (n1:26,970) WHERE (n2.name=""Samuel Fuller"" AND n3.25,526) OR (n1.492,210 AND n3.492,210) RETURN count(n1)";n1:western
"MATCH (n1:composer)-[:ACTED_IN]->(n3:documentary), (n1:composer)-[:ACTED_IN]->(n2:music) WHERE (n1.name=""Marty Stuart"" AND n1.death=0) OR (n3.year=2005 AND n2.year=2016) RETURN count(n1)";"MATCH (n1:248,066) -[477,897]-[827,125]-> (n3:618,520), (n1:248,066) -[477,897]-[1,199,835]-> (n2:356,267) WHERE (n1.name=""Marty Stuart"" AND n1.3,453,973) OR (n3.124,040 AND n2.315,054) RETURN count(n1)";n1:composer
MATCH (n2:cinematographer)-[:CINEMATOGRAPHER_OF]->(n1:drama), (n2:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:drama) WHERE (n3.year=1926 AND n2.birth=1884) OR (n2.death=1955 AND n1.year=1922) RETURN count(n1);MATCH (n2:284,302) -[1,367,616]-[581,332]-> (n1:1,984,332), (n2:186,421) -[910,837]-[581,332]-> (n3:1,984,332) WHERE (n3.2,621 AND n2.801) OR (n2.590 AND n1.2,246) RETURN count(n1);n2:camera_department
MATCH (n1:actress)-[:ACTED_IN]->(n4:biography), (n1:actress)-[:ACTED_IN]->(n3:drama), (n1:actress)-[:ACTED_IN]->(n2:drama) WHERE (n4.year=1958 AND n1.death=1970) OR (n2.year=1967 AND n1.birth=1927) RETURN count(n1);MATCH (n1:767,812) -[8,169,427]-[187,118]-> (n4:76,749), (n1:767,812) -[8,169,427]-[8,160,487]-> (n3:1,984,332), (n1:767,812) -[8,169,427]-[8,160,487]-> (n2:1,984,332) WHERE (n4.13,055 AND n1.1,086) OR (n2.20,162 AND n1.3,021) RETURN count(n1);n4:biography
"MATCH (n4:actor)-[:ACTED_IN]->(n1:documentary), (n4:producer)-[:ACTED_IN]->(n2:documentary), (n4:actor)-[:PRODUCED]->(n3:comedy) WHERE (n4.name=""Tariq Ali"" AND n2.year=2008) OR (n3.year=1995 AND n3.category=""tvMovie"") RETURN count(n1)";"MATCH (n4:1,263,984) -[11,460,681]-[827,125]-> (n1:618,520), (n4:613,186) -[3,852,407]-[827,125]-> (n2:618,520), (n4:1,263,984) -[274,473]-[583,231]-> (n3:1,479,294) WHERE (n4.name=""Tariq Ali"" AND n2.166,310) OR (n3.52,210 AND n3.116,975) RETURN count(n1)";n4:actor
"MATCH (n2:actor)-[:COMPOSED]->(n1:romance), (n2:composer)-[:ACTED_IN]->(n3:music), (n2:composer)-[:COMPOSED]->(n4:music) WHERE (n4.category=""video"" AND n3.category=""video"") OR (n2.birth=1943 AND n2.death=0) RETURN count(n1)";MATCH (n2:1,263,984) -[168,155]-[127,344]-> (n1:644,609), (n2:248,066) -[477,897]-[1,199,835]-> (n3:356,267), (n2:248,066) -[1,413,197]-[64,896]-> (n4:356,267) WHERE (n4.265,757 AND n3.265,757) OR (n2.3,569 AND n2.3,453,973) RETURN count(n1);n4:music
"MATCH (n3:writer)-[:DIRECTED]->(n1:western), (n3:director)-[:DIRECTED]->(n4:drama), (n3:writer)-[:DIRECTED]->(n2:romance) WHERE (n3.birth=1924 AND n2.category=""movie"") OR (n1.category=""movie"" AND n4.year=1970) RETURN count(n1)";MATCH (n3:683,795) -[1,853,560]-[23,891]-> (n1:26,970), (n3:560,717) -[4,398,352]-[2,082,743]-> (n4:1,984,332), (n3:683,795) -[1,853,560]-[759,546]-> (n2:644,609) WHERE (n3.2,829 AND n2.492,210) OR (n1.492,210 AND n4.21,686) RETURN count(n1);n1:western
"MATCH (n3:actor)-[:ACTED_IN]->(n4:drama), (n3:actor)-[:ACTED_IN]->(n2:documentary), (n3:stunts)-[:ACTED_IN]->(n1:crime) WHERE (n4.year=2014 AND n4.category=""short"") OR (n3.birth=0 AND n3.death=0) RETURN count(n1)";MATCH (n3:1,263,984) -[11,460,681]-[8,160,487]-> (n4:1,984,332), (n3:1,263,984) -[11,460,681]-[827,125]-> (n2:618,520), (n3:21,182) -[172,580]-[1,264,641]-> (n1:312,629) WHERE (n4.286,661 AND n4.639,766) OR (n3.3,209,521 AND n3.3,453,973) RETURN count(n1);n3:stunts
"MATCH (n3:director)-[:PRODUCED]->(n4:comedy), (n3:producer)-[:PRODUCED]->(n2:drama), (n3:director)-[:PRODUCED]->(n1:documentary) WHERE (n1.year=1912 AND n2.year=1913) OR (n1.category=""short"" AND n4.year=1912) RETURN count(n1)";MATCH (n3:560,717) -[562,157]-[583,231]-> (n4:1,479,294), (n3:613,186) -[2,464,941]-[996,207]-> (n2:1,984,332), (n3:560,717) -[562,157]-[243,383]-> (n1:618,520) WHERE (n1.5,482 AND n2.6,658) OR (n1.639,766 AND n4.5,482) RETURN count(n1);n1:documentary
"MATCH (n2:producer)-[:WROTE]->(n3:drama), (n2:writer)-[:WROTE]->(n1:comedy), (n2:writer)-[:DIRECTED]->(n4:comedy) WHERE (n2.name=""Raúl de Anda"" AND n2.birth=1908) OR (n3.category=""movie"" AND n1.category=""movie"") RETURN count(n1)";"MATCH (n2:613,186) -[2,014,325]-[2,854,122]-> (n3:1,984,332), (n2:683,795) -[5,319,043]-[1,668,482]-> (n1:1,479,294), (n2:683,795) -[1,853,560]-[1,126,831]-> (n4:1,479,294) WHERE (n2.name=""Raúl de Anda"" AND n2.1,780) OR (n3.492,210 AND n1.492,210) RETURN count(n1)";n2:producer
"MATCH (n2:writer)-[:ACTED_IN]->(n4:reality_tv), (n2:writer)-[:ACTED_IN]->(n3:crime), (n2:writer)-[:ACTED_IN]->(n1:drama) WHERE (n3.year=2001 AND n2.name=""Jennie Garth"") OR (n2.birth=1972 AND n2.death=0) RETURN count(n1)";"MATCH (n2:683,795) -[3,960,419]-[731,951]-> (n4:338,752), (n2:683,795) -[3,960,419]-[1,264,641]-> (n3:312,629), (n2:683,795) -[3,960,419]-[8,160,487]-> (n1:1,984,332) WHERE (n3.78,922 AND n2.name=""Jennie Garth"") OR (n2.5,544 AND n2.3,453,973) RETURN count(n1)";n3:crime
